,name,selling_price,km_driven,fuel,transmission
2277,-,-,-,-,-
2278,2018 Maruti Vitara Brezza,"771,299","38,872 km",Diesel,Manual
2279,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2280,-,-,-,-,-
2281,-,-,-,-,-
2282,-,-,-,-,-
2283,-,-,-,-,-
2284,2014 Maruti Swift,"452,299","44,609 km",Diesel,Manual
2285,-,-,-,-,-
2286,2015 Maruti Swift,"403,699","64,108 km",Petrol,Manual
2287,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2288,-,-,-,-,-
2289,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2290,-,-,-,-,-
2291,-,-,-,-,-
2292,2018 Maruti Wagon R 1.0,"482,999","40,773 km",Petrol,Manual
2293,-,-,-,-,-
2294,-,-,-,-,-
2295,-,-,-,-,-
2296,2019 Maruti New Wagon-R,"577,499","18,297 km",Petrol + CNG,
2297,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2298,2020 Hyundai Creta,"1,273,599","26,284 km",Diesel,Manual
2299,-,-,-,-,-
2300,-,-,-,-,-
2301,-,-,-,-,-
2302,-,-,-,-,-
2303,2017 Maruti Ertiga,"776,299","54,343 km",Diesel,Manual
2304,2016 Maruti Baleno,"604,799","103,172 km",Petrol,Manual
2305,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2306,-,-,-,-,-
2307,-,-,-,-,-
2308,-,-,-,-,-
2309,-,-,-,-,-
2310,2020 Maruti Baleno,"688,999","10,726 km",Petrol,Manual
2311,-,-,-,-,-
2312,-,-,-,-,-
2313,-,-,-,-,-
2314,2019 Maruti S PRESSO,"403,499","18,436 km",Petrol,Manual
2315,2017 Hyundai Grand i10,"477,599","21,631 km",Petrol,Manual
2316,-,-,-,-,-
2317,-,-,-,-,-
2318,2017 Maruti Vitara Brezza,"768,599","95,064 km",Diesel,Manual
2319,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2320,-,-,-,-,-
2321,-,-,-,-,-
2322,-,-,-,-,-
2323,-,-,-,-,-
2324,2015 Maruti Swift,"472,099","122,156 km",Diesel,Manual
2325,-,-,-,-,-
2326,2017 Maruti Swift,"385,999","100,691 km",Petrol,Manual
2327,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2328,-,-,-,-,-
2329,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2330,-,-,-,-,-
2331,-,-,-,-,-
2332,2016 Maruti Wagon R 1.0,"364,799","39,789 km",Petrol,Manual
2333,-,-,-,-,-
2334,-,-,-,-,-
2335,-,-,-,-,-
2336,2020 Maruti New Wagon-R,"488,899","3,865 km",Petrol,Manual
2337,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2338,2019 Hyundai Creta,"1,273,499","10,563 km",Petrol,
2339,-,-,-,-,-
2340,-,-,-,-,-
2341,-,-,-,-,-
2342,-,-,-,-,-
2343,2017 Maruti Ertiga,"708,899","36,002 km",Diesel,Manual
2344,2016 Maruti Baleno,"604,799","103,172 km",Petrol,Manual
2345,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2346,-,-,-,-,-
2347,-,-,-,-,-
2348,-,-,-,-,-
2349,-,-,-,-,-
2350,2019 Maruti Baleno,"619,299","13,973 km",Petrol,Manual
2351,-,-,-,-,-
2352,-,-,-,-,-
2353,-,-,-,-,-
2354,2020 Maruti S PRESSO,"428,299","25,867 km",Petrol,Manual
2355,2017 Hyundai Grand i10,"477,599","21,631 km",Petrol,Manual
2356,-,-,-,-,-
2357,-,-,-,-,-
2358,2018 Maruti Vitara Brezza,"771,299","38,872 km",Diesel,Manual
2359,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2360,-,-,-,-,-
2361,-,-,-,-,-
2362,-,-,-,-,-
2363,-,-,-,-,-
2364,2016 Maruti Swift,"487,699","79,244 km",Diesel,Manual
2365,-,-,-,-,-
2366,2015 Maruti Swift,"405,199","164,520 km",Diesel,Manual
2367,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2368,-,-,-,-,-
2369,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2370,-,-,-,-,-
2371,-,-,-,-,-
2372,2018 Maruti Wagon R 1.0,"405,999","22,625 km",Petrol,Manual
2373,-,-,-,-,-
2374,-,-,-,-,-
2375,-,-,-,-,-
2376,2020 Maruti New Wagon-R,"482,499","14,108 km",Petrol,Manual
2377,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2378,2020 Hyundai Creta,"1,273,599","26,284 km",Diesel,Manual
2379,-,-,-,-,-
2380,-,-,-,-,-
2381,-,-,-,-,-
2382,-,-,-,-,-
2383,2020 Maruti Ertiga,"935,599","10,408 km",Petrol,Manual
2384,2016 Maruti Baleno,"604,799","103,172 km",Petrol,Manual
2385,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2386,-,-,-,-,-
2387,-,-,-,-,-
2388,-,-,-,-,-
2389,-,-,-,-,-
2390,2017 Maruti Baleno,"618,099","18,994 km",Petrol,Manual
2391,-,-,-,-,-
2392,-,-,-,-,-
2393,-,-,-,-,-
2394,2020 Maruti S PRESSO,"428,299","25,867 km",Petrol,Manual
2395,2016 Hyundai Grand i10,"467,699","31,884 km",Petrol,Manual
2396,-,-,-,-,-
2397,-,-,-,-,-
2398,2017 Maruti Vitara Brezza,"768,599","95,064 km",Diesel,Manual
2399,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2400,-,-,-,-,-
2401,-,-,-,-,-
2402,-,-,-,-,-
2403,-,-,-,-,-
2404,2016 Maruti Swift,"487,699","79,244 km",Diesel,Manual
2405,-,-,-,-,-
2406,2015 Maruti Swift,"405,199","164,520 km",Diesel,Manual
2407,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2408,-,-,-,-,-
2409,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2410,-,-,-,-,-
2411,-,-,-,-,-
2412,2018 Maruti Wagon R 1.0,"482,999","40,773 km",Petrol,Manual
2413,-,-,-,-,-
2414,-,-,-,-,-
2415,-,-,-,-,-
2416,2019 Maruti New Wagon-R,"577,499","18,297 km",Petrol + CNG,
2417,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2418,2017 Hyundai Creta,"1,127,699","77,777 km",Diesel,Automatic
2419,-,-,-,-,-
2420,-,-,-,-,-
2421,-,-,-,-,-
2422,-,-,-,-,-
2423,2020 Maruti Ertiga,"935,599","10,408 km",Petrol,Manual
2424,2016 Maruti Baleno,"604,799","103,172 km",Petrol,Manual
2425,2014 Nissan Terrano,"447,599","53,750 km",Diesel,Manual
2426,-,-,-,-,-
2427,-,-,-,-,-
2428,-,-,-,-,-
2429,-,-,-,-,-
2430,2017 Maruti Baleno,"618,099","18,994 km",Petrol,Manual
2431,-,-,-,-,-
2432,-,-,-,-,-
2433,-,-,-,-,-
